U1_t0,U1_t1,U1_t2,U1_t3,U1_t4,E1_t0,E1_t1,E1_t2,E1_t3,E1_t4,Target
5,5,5,5,5,20,19.796,19.597,19.4,19.206,5
5,5,5,5,5,19.796,19.597,19.4,19.206,19.014,5
5,5,5,5,5,19.597,19.4,19.206,19.014,18.824,5
5,5,5,5,5,19.4,19.206,19.014,18.824,18.637,5
5,5,5,5,5,19.206,19.014,18.824,18.637,18.451,5
5,5,5,5,5,19.014,18.824,18.637,18.451,18.266,5
5,5,5,5,5,18.824,18.637,18.451,18.266,18.084,5
5,5,5,5,5,18.637,18.451,18.266,18.084,17.903,5
5,5,5,5,5,18.451,18.266,18.084,17.903,17.723,5
5,5,5,5,5,18.266,18.084,17.903,17.723,17.545,5
5,5,5,5,5,18.084,17.903,17.723,17.545,17.369,5
5,5,5,5,5,17.903,17.723,17.545,17.369,17.194,5
5,5,5,5,5,17.723,17.545,17.369,17.194,17.02,5
5,5,5,5,5,17.545,17.369,17.194,17.02,16.848,5
5,5,5,5,5,17.369,17.194,17.02,16.848,16.676,5
5,5,5,5,5,17.194,17.02,16.848,16.676,16.507,5
5,5,5,5,5,17.02,16.848,16.676,16.507,16.338,5
5,5,5,5,5,16.848,16.676,16.507,16.338,16.171,5
5,5,5,5,5,16.676,16.507,16.338,16.171,16.005,5
5,5,5,5,5,16.507,16.338,16.171,16.005,15.84,5
5,5,5,5,5,16.338,16.171,16.005,15.84,15.676,5
5,5,5,5,5,16.171,16.005,15.84,15.676,15.514,5
5,5,5,5,5,16.005,15.84,15.676,15.514,15.352,5
5,5,5,5,5,15.84,15.676,15.514,15.352,15.192,5
5,5,5,5,5,15.676,15.514,15.352,15.192,15.033,5
5,5,5,5,5,15.514,15.352,15.192,15.033,14.874,5
5,5,5,5,5,15.352,15.192,15.033,14.874,14.717,5
5,5,5,5,5,15.192,15.033,14.874,14.717,14.561,5
5,5,5,5,5,15.033,14.874,14.717,14.561,14.406,5
5,5,5,5,5,14.874,14.717,14.561,14.406,14.252,5
5,5,5,5,5,14.717,14.561,14.406,14.252,14.1,5
5,5,5,5,5,14.561,14.406,14.252,14.1,13.948,5
5,5,5,5,5,14.406,14.252,14.1,13.948,13.797,5
5,5,5,5,5,14.252,14.1,13.948,13.797,13.647,5
5,5,5,5,5,14.1,13.948,13.797,13.647,13.498,5
5,5,5,5,5,13.948,13.797,13.647,13.498,13.35,5
5,5,5,5,5,13.797,13.647,13.498,13.35,13.203,5
5,5,5,5,5,13.647,13.498,13.35,13.203,13.056,5
5,5,5,5,5,13.498,13.35,13.203,13.056,12.911,5
5,5,5,5,5,13.35,13.203,13.056,12.911,12.767,5
5,5,5,5,5,13.203,13.056,12.911,12.767,12.623,5
5,5,5,5,5,13.056,12.911,12.767,12.623,12.481,5
5,5,5,5,5,12.911,12.767,12.623,12.481,12.339,5
5,5,5,5,5,12.767,12.623,12.481,12.339,12.198,5
5,5,5,5,5,12.623,12.481,12.339,12.198,12.059,5
5,5,5,5,5,12.481,12.339,12.198,12.059,11.92,5
5,5,5,5,5,12.339,12.198,12.059,11.92,11.781,5
5,5,5,5,5,12.198,12.059,11.92,11.781,11.644,5
5,5,5,5,5,12.059,11.92,11.781,11.644,11.508,5
5,5,5,5,5,11.92,11.781,11.644,11.508,11.372,5
5,5,5,5,5,11.781,11.644,11.508,11.372,11.237,5
5,5,5,5,5,11.644,11.508,11.372,11.237,11.103,5
5,5,5,5,5,11.508,11.372,11.237,11.103,10.97,5
5,5,5,5,5,11.372,11.237,11.103,10.97,10.837,5
5,5,5,5,5,11.237,11.103,10.97,10.837,10.706,5
5,5,5,5,5,11.103,10.97,10.837,10.706,10.575,5
5,5,5,5,5,10.97,10.837,10.706,10.575,10.445,5
5,5,5,5,5,10.837,10.706,10.575,10.445,10.316,5
5,5,5,5,5,10.706,10.575,10.445,10.316,10.187,5
5,5,5,5,5,10.575,10.445,10.316,10.187,10.059,5
5,5,5,5,5,10.445,10.316,10.187,10.059,9.9322,5
5,5,5,5,5,10.316,10.187,10.059,9.9322,9.8059,5
5,5,5,5,5,10.187,10.059,9.9322,9.8059,9.6804,5
5,5,5,5,5,10.059,9.9322,9.8059,9.6804,9.5556,5
5,5,5,5,5,9.9322,9.8059,9.6804,9.5556,9.4315,5
5,5,5,5,5,9.8059,9.6804,9.5556,9.4315,9.3082,5
5,5,5,5,5,9.6804,9.5556,9.4315,9.3082,9.1856,5
5,5,5,5,5,9.5556,9.4315,9.3082,9.1856,9.0637,5
5,5,5,5,5,9.4315,9.3082,9.1856,9.0637,8.9425,5
5,5,5,5,5,9.3082,9.1856,9.0637,8.9425,8.8219,5
5,5,5,5,5,9.1856,9.0637,8.9425,8.8219,8.7021,5
5,5,5,5,5,9.0637,8.9425,8.8219,8.7021,8.583,5
5,5,5,5,5,8.9425,8.8219,8.7021,8.583,8.4646,5
5,5,5,5,5,8.8219,8.7021,8.583,8.4646,8.3468,5
5,5,5,5,5,8.7021,8.583,8.4646,8.3468,8.2297,5
5,5,5,5,5,8.583,8.4646,8.3468,8.2297,8.1133,5
5,5,5,5,5,8.4646,8.3468,8.2297,8.1133,7.9976,5
5,5,5,5,5,8.3468,8.2297,8.1133,7.9976,7.8825,5
5,5,5,5,5,8.2297,8.1133,7.9976,7.8825,7.7681,5
5,5,5,5,5,8.1133,7.9976,7.8825,7.7681,7.6543,5
5,5,5,5,5,7.9976,7.8825,7.7681,7.6543,7.5411,5
5,5,5,5,5,7.8825,7.7681,7.6543,7.5411,7.4286,5
5,5,5,5,5,7.7681,7.6543,7.5411,7.4286,7.3168,5
5,5,5,5,5,7.6543,7.5411,7.4286,7.3168,7.2056,5
5,5,5,5,5,7.5411,7.4286,7.3168,7.2056,7.095,5
5,5,5,5,5,7.4286,7.3168,7.2056,7.095,6.985,5
5,5,5,5,5,7.3168,7.2056,7.095,6.985,6.8756,5
5,5,5,5,5,7.2056,7.095,6.985,6.8756,6.7669,5
5,5,5,5,5,7.095,6.985,6.8756,6.7669,6.6588,5
5,5,5,5,5,6.985,6.8756,6.7669,6.6588,6.5512,5
5,5,5,5,5,6.8756,6.7669,6.6588,6.5512,6.4443,5
5,5,5,5,5,6.7669,6.6588,6.5512,6.4443,6.338,5
5,5,5,5,5,6.6588,6.5512,6.4443,6.338,6.2322,5
5,5,5,5,5,6.5512,6.4443,6.338,6.2322,6.1271,5
5,5,5,5,5,6.4443,6.338,6.2322,6.1271,6.0225,5
5,5,5,5,5,6.338,6.2322,6.1271,6.0225,5.9186,5
5,5,5,5,5,6.2322,6.1271,6.0225,5.9186,10.815,5
5,5,5,5,5,6.1271,6.0225,5.9186,10.815,10.712,5
5,5,5,5,5,6.0225,5.9186,10.815,10.712,10.61,5
5,5,5,5,5,5.9186,10.815,10.712,10.61,10.508,5
5,5,5,5,5,10.815,10.712,10.61,10.508,10.407,5
5,5,5,5,5,10.712,10.61,10.508,10.407,10.307,5
5,5,5,5,5,10.61,10.508,10.407,10.307,10.207,5
5,5,5,5,5,10.508,10.407,10.307,10.207,10.107,5
5,5,5,5,5,10.407,10.307,10.207,10.107,10.008,5
5,5,5,5,5,10.307,10.207,10.107,10.008,9.91,5
5,5,5,5,5,10.207,10.107,10.008,9.91,9.8122,5
5,5,5,5,5,10.107,10.008,9.91,9.8122,9.7149,5
5,5,5,5,5,10.008,9.91,9.8122,9.7149,9.6181,5
5,5,5,5,5,9.91,9.8122,9.7149,9.6181,9.5219,5
5,5,5,5,5,9.8122,9.7149,9.6181,9.5219,9.4262,5
5,5,5,5,5,9.7149,9.6181,9.5219,9.4262,9.331,5
5,5,5,5,5,9.6181,9.5219,9.4262,9.331,9.2364,5
5,5,5,5,5,9.5219,9.4262,9.331,9.2364,9.1423,5
5,5,5,5,5,9.4262,9.331,9.2364,9.1423,9.0486,5
5,5,5,5,5,9.331,9.2364,9.1423,9.0486,8.9555,5
5,5,5,5,5,9.2364,9.1423,9.0486,8.9555,8.8629,5
5,5,5,5,5,9.1423,9.0486,8.9555,8.8629,8.7708,5
5,5,5,5,5,9.0486,8.9555,8.8629,8.7708,8.6792,5
5,5,5,5,5,8.9555,8.8629,8.7708,8.6792,8.5881,5
5,5,5,5,5,8.8629,8.7708,8.6792,8.5881,8.4975,5
5,5,5,5,5,8.7708,8.6792,8.5881,8.4975,8.4074,5
5,5,5,5,5,8.6792,8.5881,8.4975,8.4074,8.3178,5
5,5,5,5,5,8.5881,8.4975,8.4074,8.3178,8.2287,5
5,5,5,5,5,8.4975,8.4074,8.3178,8.2287,8.14,5
5,5,5,5,5,8.4074,8.3178,8.2287,8.14,8.0519,5
5,5,5,5,5,8.3178,8.2287,8.14,8.0519,7.9642,5
5,5,5,5,5,8.2287,8.14,8.0519,7.9642,7.8769,5
5,5,5,5,5,8.14,8.0519,7.9642,7.8769,7.7902,5
5,5,5,5,5,8.0519,7.9642,7.8769,7.7902,7.7039,5
5,5,5,5,5,7.9642,7.8769,7.7902,7.7039,7.6181,5
5,5,5,5,5,7.8769,7.7902,7.7039,7.6181,7.5328,5
5,5,5,5,5,7.7902,7.7039,7.6181,7.5328,7.4479,5
5,5,5,5,5,7.7039,7.6181,7.5328,7.4479,7.3634,5
5,5,5,5,5,7.6181,7.5328,7.4479,7.3634,7.2794,5
5,5,5,5,5,7.5328,7.4479,7.3634,7.2794,7.1959,5
5,5,5,5,5,7.4479,7.3634,7.2794,7.1959,7.1128,5
5,5,5,5,5,7.3634,7.2794,7.1959,7.1128,7.0302,5
5,5,5,5,5,7.2794,7.1959,7.1128,7.0302,6.948,5
5,5,5,5,5,7.1959,7.1128,7.0302,6.948,6.8663,5
5,5,5,5,5,7.1128,7.0302,6.948,6.8663,6.7849,5
5,5,5,5,5,7.0302,6.948,6.8663,6.7849,6.7041,5
5,5,5,5,5,6.948,6.8663,6.7849,6.7041,6.6236,5
5,5,5,5,5,6.8663,6.7849,6.7041,6.6236,6.5436,5
5,5,5,5,5,6.7849,6.7041,6.6236,6.5436,6.464,5
5,5,5,5,5,6.7041,6.6236,6.5436,6.464,6.3849,5
5,5,5,5,5,6.6236,6.5436,6.464,6.3849,6.3061,5
5,5,5,5,5,6.5436,6.464,6.3849,6.3061,6.2278,5
5,5,5,5,5,6.464,6.3849,6.3061,6.2278,6.1499,5
5,5,5,5,5,6.3849,6.3061,6.2278,6.1499,6.0724,5
5,5,5,5,5,6.3061,6.2278,6.1499,6.0724,5.9954,5
5,5,5,5,5,6.2278,6.1499,6.0724,5.9954,5.9187,5
5,5,5,5,5,6.1499,6.0724,5.9954,5.9187,5.8425,5
5,5,5,5,5,6.0724,5.9954,5.9187,5.8425,5.7666,5
5,5,5,5,5,5.9954,5.9187,5.8425,5.7666,5.6912,5
5,5,5,5,5,5.9187,5.8425,5.7666,5.6912,5.6161,5
5,5,5,5,5,5.8425,5.7666,5.6912,5.6161,5.5415,5
5,5,5,5,5,5.7666,5.6912,5.6161,5.5415,5.4673,5
5,5,5,5,5,5.6912,5.6161,5.5415,5.4673,5.3934,5
5,5,5,5,5,5.6161,5.5415,5.4673,5.3934,5.3199,5
5,5,5,5,5,5.5415,5.4673,5.3934,5.3199,5.2469,5
5,5,5,5,5,5.4673,5.3934,5.3199,5.2469,5.1742,5
5,5,5,5,5,5.3934,5.3199,5.2469,5.1742,5.1019,5
5,5,5,5,5,5.3199,5.2469,5.1742,5.1019,5.03,5
5,5,5,5,5,5.2469,5.1742,5.1019,5.03,4.9585,5
5,5,5,5,5,5.1742,5.1019,5.03,4.9585,4.8873,5
5,5,5,5,5,5.1019,5.03,4.9585,4.8873,4.8165,5
5,5,5,5,5,5.03,4.9585,4.8873,4.8165,4.7461,5
5,5,5,5,5,4.9585,4.8873,4.8165,4.7461,4.6761,5
5,5,5,5,5,4.8873,4.8165,4.7461,4.6761,4.6064,5
5,5,5,5,5,4.8165,4.7461,4.6761,4.6064,4.5371,5
5,5,5,5,5,4.7461,4.6761,4.6064,4.5371,4.4682,5
5,5,5,5,5,4.6761,4.6064,4.5371,4.4682,4.3996,5
5,5,5,5,5,4.6064,4.5371,4.4682,4.3996,4.3314,5
5,5,5,5,5,4.5371,4.4682,4.3996,4.3314,4.2636,5
5,5,5,5,5,4.4682,4.3996,4.3314,4.2636,4.1961,5
5,5,5,5,5,4.3996,4.3314,4.2636,4.1961,4.129,5
5,5,5,5,5,4.3314,4.2636,4.1961,4.129,4.0622,5
5,5,5,5,5,4.2636,4.1961,4.129,4.0622,3.9958,5
5,5,5,5,5,4.1961,4.129,4.0622,3.9958,3.9297,5
5,5,5,5,5,4.129,4.0622,3.9958,3.9297,3.864,5
5,5,5,5,5,4.0622,3.9958,3.9297,3.864,3.7986,5
5,5,5,5,5,3.9958,3.9297,3.864,3.7986,3.7335,5
5,5,5,5,5,3.9297,3.864,3.7986,3.7335,3.6688,5
5,5,5,5,5,3.864,3.7986,3.7335,3.6688,3.6045,5
5,5,5,5,5,3.7986,3.7335,3.6688,3.6045,3.5405,5
5,5,5,5,5,3.7335,3.6688,3.6045,3.5405,3.4768,5
5,5,5,5,5,3.6688,3.6045,3.5405,3.4768,3.4134,5
5,5,5,5,5,3.6045,3.5405,3.4768,3.4134,3.3504,5
5,5,5,5,5,3.5405,3.4768,3.4134,3.3504,3.2877,5
5,5,5,5,5,3.4768,3.4134,3.3504,3.2877,3.2254,5
5,5,5,5,5,3.4134,3.3504,3.2877,3.2254,3.1633,5
5,5,5,5,5,3.3504,3.2877,3.2254,3.1633,3.1016,5
5,5,5,5,5,3.2877,3.2254,3.1633,3.1016,3.0402,5
5,5,5,5,5,3.2254,3.1633,3.1016,3.0402,2.9792,5
5,5,5,5,5,3.1633,3.1016,3.0402,2.9792,2.9184,5
5,5,5,5,5,3.1016,3.0402,2.9792,2.9184,2.858,5
5,5,5,5,5,3.0402,2.9792,2.9184,2.858,2.7979,5
5,5,5,5,5,2.9792,2.9184,2.858,2.7979,2.7381,5
5,5,5,5,5,2.9184,2.858,2.7979,2.7381,2.6786,5
5,5,5,5,5,2.858,2.7979,2.7381,2.6786,2.6194,5
5,5,5,5,5,2.7979,2.7381,2.6786,2.6194,2.5605,5
5,5,5,5,5,2.7381,2.6786,2.6194,2.5605,2.502,5
5,5,5,5,5,2.6786,2.6194,2.5605,2.502,2.4437,5
5,5,5,5,5,2.6194,2.5605,2.502,2.4437,2.3858,5
5,5,5,5,5,2.5605,2.502,2.4437,2.3858,2.3281,5
5,5,5,5,5,2.502,2.4437,2.3858,2.3281,2.2708,5
5,5,5,5,5,2.4437,2.3858,2.3281,2.2708,2.2137,5
5,5,5,5,5,2.3858,2.3281,2.2708,2.2137,2.157,5
5,5,5,5,5,2.3281,2.2708,2.2137,2.157,2.1005,5
5,5,5,5,5,2.2708,2.2137,2.157,2.1005,2.0444,5
5,5,5,5,5,2.2137,2.157,2.1005,2.0444,1.9885,5
5,5,5,5,5,2.157,2.1005,2.0444,1.9885,1.9329,5
5,5,5,5,5,2.1005,2.0444,1.9885,1.9329,1.8776,5
5,5,5,5,5,2.0444,1.9885,1.9329,1.8776,1.8226,5
5,5,5,5,5,1.9885,1.9329,1.8776,1.8226,1.7679,5
5,5,5,5,5,1.9329,1.8776,1.8226,1.7679,1.7135,5
5,5,5,5,5,1.8776,1.8226,1.7679,1.7135,1.6593,5
5,5,5,5,5,1.8226,1.7679,1.7135,1.6593,1.6054,5
5,5,5,5,5,1.7679,1.7135,1.6593,1.6054,1.5518,5
5,5,5,5,5,1.7135,1.6593,1.6054,1.5518,1.4988,5
5,5,5,5,5,1.6593,1.6054,1.5518,1.4988,1.4465,5
5,5,5,5,5,1.6054,1.5518,1.4988,1.4465,1.3951,5
5,5,5,5,5,1.5518,1.4988,1.4465,1.3951,1.3445,5
5,5,5,5,5,1.4988,1.4465,1.3951,1.3445,1.2949,5
5,5,5,5,5,1.4465,1.3951,1.3445,1.2949,1.246,5
5,5,5,5,5,1.3951,1.3445,1.2949,1.246,1.198,5
5,5,5,5,5,1.3445,1.2949,1.246,1.198,1.1509,5
5,5,5,5,5,1.2949,1.246,1.198,1.1509,1.1045,5
5,5,5,5,5,1.246,1.198,1.1509,1.1045,1.059,5
5,5,5,5,5,1.198,1.1509,1.1045,1.059,1.0142,5
5,5,5,5,5,1.1509,1.1045,1.059,1.0142,0.97023,5
5,5,5,5,5,1.1045,1.059,1.0142,0.97023,0.92703,5
5,5,5,5,5,1.059,1.0142,0.97023,0.92703,0.8846,5
5,5,5,5,5,1.0142,0.97023,0.92703,0.8846,0.84293,5
5,5,5,5,5,0.97023,0.92703,0.8846,0.84293,0.802,5
5,5,5,5,5,0.92703,0.8846,0.84293,0.802,0.7618,5
5,5,5,5,5,0.8846,0.84293,0.802,0.7618,0.72233,5
5,5,5,5,5,0.84293,0.802,0.7618,0.72233,0.68358,5
5,5,5,5,5,0.802,0.7618,0.72233,0.68358,0.64553,5
5,5,5,5,5,0.7618,0.72233,0.68358,0.64553,0.60819,5
5,5,5,5,5,0.72233,0.68358,0.64553,0.60819,0.57152,5
5,5,5,5,5,0.68358,0.64553,0.60819,0.57152,0.53553,5
5,5,5,5,5,0.64553,0.60819,0.57152,0.53553,0.50019,5
5,5,5,5,5,0.60819,0.57152,0.53553,0.50019,0.46548,5
5,5,5,5,5,0.57152,0.53553,0.50019,0.46548,0.4314,5
5,5,5,5,5,0.53553,0.50019,0.46548,0.4314,0.39793,5
5,5,5,5,5,0.50019,0.46548,0.4314,0.39793,0.36507,5
5,5,5,5,5,0.46548,0.4314,0.39793,0.36507,0.33282,5
5,5,5,5,5,0.4314,0.39793,0.36507,0.33282,0.30116,5
5,5,5,5,5,0.39793,0.36507,0.33282,0.30116,0.27008,5
5,5,5,5,5,0.36507,0.33282,0.30116,0.27008,0.23958,5
5,5,5,5,5,0.33282,0.30116,0.27008,0.23958,0.20965,5
5,5,5,5,5,0.30116,0.27008,0.23958,0.20965,0.18028,5
5,5,5,5,5,0.27008,0.23958,0.20965,0.18028,0.15146,5
5,5,5,5,5,0.23958,0.20965,0.18028,0.15146,0.12319,5
5,5,5,5,5,0.20965,0.18028,0.15146,0.12319,0.095462,5
5,5,5,5,5,0.18028,0.15146,0.12319,0.095462,0.068261,5
5,5,5,5,5,0.15146,0.12319,0.095462,0.068261,0.04158,4.3892
5,5,5,5,4.3892,0.12319,0.095462,0.068261,0.04158,0.015407,4.3854
5,5,5,4.3892,4.3854,0.095462,0.068261,0.04158,0.015407,0.015085,4.3949
5,5,4.3892,4.3854,4.3949,0.068261,0.04158,0.015407,0.015085,0.015268,4.403
5,4.3892,4.3854,4.3949,4.403,0.04158,0.015407,0.015085,0.015268,0.015399,4.411
4.3892,4.3854,4.3949,4.403,4.411,0.015407,0.015085,0.015268,0.015399,0.015529,4.419
4.3854,4.3949,4.403,4.411,4.419,0.015085,0.015268,0.015399,0.015529,0.015654,4.4268
4.3949,4.403,4.411,4.419,4.4268,0.015268,0.015399,0.015529,0.015654,0.015774,4.4345
4.403,4.411,4.419,4.4268,4.4345,0.015399,0.015529,0.015654,0.015774,0.015888,4.4421
4.411,4.419,4.4268,4.4345,4.4421,0.015529,0.015654,0.015774,0.015888,0.015997,4.4496
4.419,4.4268,4.4345,4.4421,4.4496,0.015654,0.015774,0.015888,0.015997,0.016099,4.457
4.4268,4.4345,4.4421,4.4496,4.457,0.015774,0.015888,0.015997,0.016099,0.016197,4.4642
4.4345,4.4421,4.4496,4.457,4.4642,0.015888,0.015997,0.016099,0.016197,0.016288,4.4714
4.4421,4.4496,4.457,4.4642,4.4714,0.015997,0.016099,0.016197,0.016288,0.016375,4.4784
4.4496,4.457,4.4642,4.4714,4.4784,0.016099,0.016197,0.016288,0.016375,0.016456,4.4853
4.457,4.4642,4.4714,4.4784,4.4853,0.016197,0.016288,0.016375,0.016456,0.016531,4.4921
4.4642,4.4714,4.4784,4.4853,4.4921,0.016288,0.016375,0.016456,0.016531,0.016602,4.4988
4.4714,4.4784,4.4853,4.4921,4.4988,0.016375,0.016456,0.016531,0.016602,0.016668,4.5054
4.4784,4.4853,4.4921,4.4988,4.5054,0.016456,0.016531,0.016602,0.016668,0.016728,4.5119
4.4853,4.4921,4.4988,4.5054,4.5119,0.016531,0.016602,0.016668,0.016728,0.016784,4.5182
4.4921,4.4988,4.5054,4.5119,4.5182,0.016602,0.016668,0.016728,0.016784,0.016835,4.5245
4.4988,4.5054,4.5119,4.5182,4.5245,0.016668,0.016728,0.016784,0.016835,0.016881,4.5306
4.5054,4.5119,4.5182,4.5245,4.5306,0.016728,0.016784,0.016835,0.016881,0.016923,4.5367
4.5119,4.5182,4.5245,4.5306,4.5367,0.016784,0.016835,0.016881,0.016923,0.01696,4.5427
4.5182,4.5245,4.5306,4.5367,4.5427,0.016835,0.016881,0.016923,0.01696,0.016993,4.5485
4.5245,4.5306,4.5367,4.5427,4.5485,0.016881,0.016923,0.01696,0.016993,0.017021,4.5543
4.5306,4.5367,4.5427,4.5485,4.5543,0.016923,0.01696,0.016993,0.017021,0.017045,4.56
4.5367,4.5427,4.5485,4.5543,4.56,0.01696,0.016993,0.017021,0.017045,0.017065,4.5655
4.5427,4.5485,4.5543,4.56,4.5655,0.016993,0.017021,0.017045,0.017065,0.017081,4.571
4.5485,4.5543,4.56,4.5655,4.571,0.017021,0.017045,0.017065,0.017081,0.017093,4.5764
4.5543,4.56,4.5655,4.571,4.5764,0.017045,0.017065,0.017081,0.017093,0.017101,4.5817
4.56,4.5655,4.571,4.5764,4.5817,0.017065,0.017081,0.017093,0.017101,0.017105,4.5869
4.5655,4.571,4.5764,4.5817,4.5869,0.017081,0.017093,0.017101,0.017105,0.017106,4.592
4.571,4.5764,4.5817,4.5869,4.592,0.017093,0.017101,0.017105,0.017106,0.017103,4.5971
4.5764,4.5817,4.5869,4.592,4.5971,0.017101,0.017105,0.017106,0.017103,0.017096,4.602
4.5817,4.5869,4.592,4.5971,4.602,0.017105,0.017106,0.017103,0.017096,0.017086,4.6069
4.5869,4.592,4.5971,4.602,4.6069,0.017106,0.017103,0.017096,0.017086,0.017072,4.6116
4.592,4.5971,4.602,4.6069,4.6116,0.017103,0.017096,0.017086,0.017072,0.017055,2.6645e-14
4.5971,4.602,4.6069,4.6116,2.6645e-14,0.017096,0.017086,0.017072,0.017055,-4.983,-2.0826e-28
4.602,4.6069,4.6116,2.6645e-14,-2.0826e-28,0.017086,0.017072,0.017055,-4.983,-4.7917,3.1389e-43
4.6069,4.6116,2.6645e-14,-2.0826e-28,3.1389e-43,0.017072,0.017055,-4.983,-4.7917,-4.6021,-4.381e-58
4.6116,2.6645e-14,-2.0826e-28,3.1389e-43,-4.381e-58,0.017055,-4.983,-4.7917,-4.6021,-4.4141,7.0747e-73
2.6645e-14,-2.0826e-28,3.1389e-43,-4.381e-58,7.0747e-73,-4.983,-4.7917,-4.6021,-4.4141,-4.2277,-1.1311e-87
-2.0826e-28,3.1389e-43,-4.381e-58,7.0747e-73,-1.1311e-87,-4.7917,-4.6021,-4.4141,-4.2277,-4.0428,1.5627e-102
3.1389e-43,-4.381e-58,7.0747e-73,-1.1311e-87,1.5627e-102,-4.6021,-4.4141,-4.2277,-4.0428,-3.8595,-2.181e-117
-4.381e-58,7.0747e-73,-1.1311e-87,1.5627e-102,-2.181e-117,-4.4141,-4.2277,-4.0428,-3.8595,-3.6776,3.5221e-132
7.0747e-73,-1.1311e-87,1.5627e-102,-2.181e-117,3.5221e-132,-4.2277,-4.0428,-3.8595,-3.6776,-3.4974,-5.6309e-147
-1.1311e-87,1.5627e-102,-2.181e-117,3.5221e-132,-5.6309e-147,-4.0428,-3.8595,-3.6776,-3.4974,-3.3186,7.7797e-162
1.5627e-102,-2.181e-117,3.5221e-132,-5.6309e-147,7.7797e-162,-3.8595,-3.6776,-3.4974,-3.3186,-3.1413,-1.0858e-176
-2.181e-117,3.5221e-132,-5.6309e-147,7.7797e-162,-1.0858e-176,-3.6776,-3.4974,-3.3186,-3.1413,-2.9654,1.7534e-191
3.5221e-132,-5.6309e-147,7.7797e-162,-1.0858e-176,1.7534e-191,-3.4974,-3.3186,-3.1413,-2.9654,-2.791,-2.8033e-206
-5.6309e-147,7.7797e-162,-1.0858e-176,1.7534e-191,-2.8033e-206,-3.3186,-3.1413,-2.9654,-2.791,-2.6181,3.873e-221
7.7797e-162,-1.0858e-176,1.7534e-191,-2.8033e-206,3.873e-221,-3.1413,-2.9654,-2.791,-2.6181,-2.4466,-5.4056e-236
-1.0858e-176,1.7534e-191,-2.8033e-206,3.873e-221,-5.4056e-236,-2.9654,-2.791,-2.6181,-2.4466,-2.2765,8.7294e-251
1.7534e-191,-2.8033e-206,3.873e-221,-5.4056e-236,8.7294e-251,-2.791,-2.6181,-2.4466,-2.2765,-2.1078,5.2356e-17
-2.8033e-206,3.873e-221,-5.4056e-236,8.7294e-251,5.2356e-17,-2.6181,-2.4466,-2.2765,-2.1078,-1.9405,1.3289e-16
3.873e-221,-5.4056e-236,8.7294e-251,5.2356e-17,1.3289e-16,-2.4466,-2.2765,-2.1078,-1.9405,-1.7746,2.1279e-16
-5.4056e-236,8.7294e-251,5.2356e-17,1.3289e-16,2.1279e-16,-2.2765,-2.1078,-1.9405,-1.7746,-1.61,2.9206e-16
8.7294e-251,5.2356e-17,1.3289e-16,2.1279e-16,2.9206e-16,-2.1078,-1.9405,-1.7746,-1.61,-1.4468,3.707e-16
5.2356e-17,1.3289e-16,2.1279e-16,2.9206e-16,3.707e-16,-1.9405,-1.7746,-1.61,-1.4468,-1.2849,4.4872e-16
1.3289e-16,2.1279e-16,2.9206e-16,3.707e-16,4.4872e-16,-1.7746,-1.61,-1.4468,-1.2849,-1.1244,5.2613e-16
2.1279e-16,2.9206e-16,3.707e-16,4.4872e-16,5.2613e-16,-1.61,-1.4468,-1.2849,-1.1244,-0.96519,6.0293e-16
2.9206e-16,3.707e-16,4.4872e-16,5.2613e-16,6.0293e-16,-1.4468,-1.2849,-1.1244,-0.96519,-0.80729,6.7912e-16
3.707e-16,4.4872e-16,5.2613e-16,6.0293e-16,6.7912e-16,-1.2849,-1.1244,-0.96519,-0.80729,-0.65068,7.5471e-16
4.4872e-16,5.2613e-16,6.0293e-16,6.7912e-16,7.5471e-16,-1.1244,-0.96519,-0.80729,-0.65068,-0.49537,-1.1124e-15
5.2613e-16,6.0293e-16,6.7912e-16,7.5471e-16,-1.1124e-15,-0.96519,-0.80729,-0.65068,-0.49537,-0.34133,2.094
6.0293e-16,6.7912e-16,7.5471e-16,-1.1124e-15,2.094,-0.80729,-0.65068,-0.49537,-0.34133,-0.18856,3.6042
6.7912e-16,7.5471e-16,-1.1124e-15,2.094,3.6042,-0.65068,-0.49537,-0.34133,-0.18856,-0.12394,3.6117
7.5471e-16,-1.1124e-15,2.094,3.6042,3.6117,-0.49537,-0.34133,-0.18856,-0.12394,-0.12268,3.6018
-1.1124e-15,2.094,3.6042,3.6117,3.6018,-0.34133,-0.18856,-0.12394,-0.12268,-0.12204,3.5951
2.094,3.6042,3.6117,3.6018,3.5951,-0.18856,-0.12394,-0.12268,-0.12204,-0.12128,3.5882
3.6042,3.6117,3.6018,3.5951,3.5882,-0.12394,-0.12268,-0.12204,-0.12128,-0.12053,3.5815
3.6117,3.6018,3.5951,3.5882,3.5815,-0.12268,-0.12204,-0.12128,-0.12053,-0.11978,3.5748
3.6018,3.5951,3.5882,3.5815,3.5748,-0.12204,-0.12128,-0.12053,-0.11978,-0.11902,3.5682
3.5951,3.5882,3.5815,3.5748,3.5682,-0.12128,-0.12053,-0.11978,-0.11902,-0.11826,3.5617
3.5882,3.5815,3.5748,3.5682,3.5617,-0.12053,-0.11978,-0.11902,-0.11826,-0.11749,3.5554
3.5815,3.5748,3.5682,3.5617,3.5554,-0.11978,-0.11902,-0.11826,-0.11749,-0.11672,3.5491
